CODFILIAL;CODPROD;DESCRICAO;EMBALAGEM;DATA;QTESTGER
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-02-08;795
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-02-09;531
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-02-10;374
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-02-11;339
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-02-12;244
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-02-13;679
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-02-14;679
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-02-15;472
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-02-17;285
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-02-18;237
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-02-19;181
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-02-20;39
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-02-21;39
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-02-22;36
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-02-23;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-02-24;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-02-25;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-02-26;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-02-27;666
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-02-28;666
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-02;411
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-03;171
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-04;71
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-05;71
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-06;60
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-07;60
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-08;758
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-09;306
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-10;108
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-11;18
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-12;18
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-13;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-14;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-15;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-16;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-17;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-18;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-19;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-20;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-21;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-22;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-23;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-24;827
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-25;643
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-26;22
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-27;22
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-28;22
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-29;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-30;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-03-31;893
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-01;834
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-02;834
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-03;781
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-04;781
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-05;781
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-06;560
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-07;304
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-08;142
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-09;94
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-10;67
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-11;67
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-12;66
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-13;5
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-14;7
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-15;944
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-16;605
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-17;230
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-18;230
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-19;154
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-20;57
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-21;57
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-22;29
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-23;958
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-24;919
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-25;919
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-26;697
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-27;471
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-28;81
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-29;24
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-04-30;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-01;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-02;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-03;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-04;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-05;606
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-06;97
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-07;16
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-08;12
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-09;12
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-10;12
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-11;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-12;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-13;957
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-14;820
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-15;411
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-16;411
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-17;286
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-18;173
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-19;5
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-20;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-21;953
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-22;772
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-23;772
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-24;635
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-25;465
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-26;177
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-27;110
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-28;70
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-29;468
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-30;468
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-05-31;14
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-06-02;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-06-03;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-06-04;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-06-05;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-06-06;0
1;167;CHAMYTO IOGURTE MOR+CER CHOC 24X130G;130G;2021-06-07;1095
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-02-08;1489
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-02-09;973
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-02-10;662
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-02-11;582
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-02-12;473
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-02-13;1279
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-02-14;1279
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-02-15;1134
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-02-17;863
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-02-18;798
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-02-19;710
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-02-20;426
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-02-21;426
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-02-22;111
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-02-23;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-02-24;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-02-25;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-02-26;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-02-27;573
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-02-28;573
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-02;205
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-03;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-04;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-05;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-06;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-07;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-08;1120
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-09;690
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-10;68
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-11;20
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-12;20
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-13;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-14;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-15;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-16;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-17;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-18;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-19;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-20;24
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-21;24
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-22;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-23;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-24;1263
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-25;855
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-26;134
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-27;134
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-28;134
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-29;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-30;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-03-31;1698
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-01;1603
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-02;1603
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-03;1485
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-04;1485
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-05;1485
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-06;1223
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-07;956
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-08;705
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-09;526
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-10;411
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-11;411
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-12;148
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-13;5
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-14;13
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-15;1183
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-16;963
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-17;452
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-18;452
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-19;415
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-20;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-21;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-22;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-23;1610
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-24;1481
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-25;1481
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-26;1266
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-27;940
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-28;464
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-29;330
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-04-30;170
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-01;170
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-02;170
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-03;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-04;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-05;1169
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-06;645
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-07;500
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-08;268
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-09;268
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-10;137
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-11;29
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-12;29
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-13;1693
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-14;1532
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-15;1062
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-16;1062
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-17;967
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-18;577
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-19;348
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-20;257
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-21;1600
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-22;741
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-23;741
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-24;576
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-25;307
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-26;10
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-27;10
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-28;10
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-29;894
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-30;894
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-05-31;27
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-06-02;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-06-03;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-06-04;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-06-05;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-06-06;0
1;168;CHAMYTO BEB LACTEA MOR+CER CRML 24X130G;130G;2021-06-07;1101
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-02-08;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-02-09;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-02-10;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-02-11;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-02-12;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-02-13;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-02-14;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-02-15;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-02-17;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-02-18;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-02-19;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-02-20;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-02-21;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-02-22;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-02-23;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-02-24;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-02-25;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-02-26;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-02-27;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-02-28;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-02;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-03;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-04;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-05;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-06;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-07;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-08;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-09;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-10;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-11;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-12;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-13;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-14;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-15;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-16;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-17;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-18;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-19;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-20;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-21;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-22;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-23;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-24;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-25;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-26;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-27;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-28;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-29;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-30;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-03-31;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-01;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-02;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-03;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-04;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-05;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-06;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-07;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-08;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-09;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-10;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-11;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-12;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-13;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-14;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-15;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-16;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-17;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-18;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-19;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-20;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-21;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-22;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-23;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-24;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-25;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-26;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-27;0
1;169;BEB LACTEA NESTLE MORANGO 10X900G;10X900G;2021-04-28;0
